date,file_name,implementation,algorithm,time_in_milliseconds,emissions,emissions_rate,energy_consumed,cpu_energy,cpu_emissions,cpu_percentage
2025-06-09 16:00:40,ten_million_floats.csv,C++,Quick Sort,1187.9613399505615234,1.1575574601273275e-05,9.559235861474385e-06,3.0386073241300103e-05,1.443331682442206e-05,5.498372044263584e-06,47.50
2025-06-09 16:03:07,ten_million_floats.csv,Python,Heap Sort,80575.5834579467773438,0.0007352029427903906,9.115307288683153e-06,0.001929919786823443,0.001002592034295207,0.00038193743546475903,51.95
2025-06-09 16:05:02,ten_million_floats.csv,Python,Heap Sort,73922.4076271057128906,0.0006265805204706853,8.465772952325276e-06,0.0016447841461364621,0.0008504506900822296,0.00032397919038682535,51.71
2025-06-09 16:06:57,ten_million_floats.csv,Python,Heap Sort,73043.8382625579833984,0.0006228656722858353,8.517303983292085e-06,0.001635032608704122,0.0008370241354521061,0.0003188643444004799,51.19
2025-06-09 16:08:59,ten_million_floats.csv,Python,Heap Sort,79009.4883441925048828,0.0006967050675165071,8.807156349653961e-06,0.0018288622326197849,0.0009455470225481241,0.0003602061382397079,51.70
2025-06-09 16:11:00,ten_million_floats.csv,Python,Heap Sort,78389.4901275634765625,0.0006715995571100358,8.558199252698442e-06,0.0017629598559129433,0.0009278841400844956,0.00035347746316518865,52.63
2025-06-09 16:12:28,ten_million_floats.csv,C++,Heap Sort,2628.2041072845458984,2.764136430040705e-05,1.0430254552071242e-05,7.25590347825359e-05,3.597901572763469e-05,1.3706206041442436e-05,49.59
2025-06-09 16:13:08,ten_million_floats.csv,C++,Heap Sort,2303.1408786773681641,2.2059133062417764e-05,9.473248737355929e-06,5.7905586198760366e-05,2.7456805854316792e-05,1.0459670190201984e-05,47.42
2025-06-09 16:13:49,ten_million_floats.csv,C++,Heap Sort,2306.1220645904541016,1.973359894308316e-05,8.49809307429429e-06,5.180102098197443e-05,2.762917043665214e-05,1.0525332477842632e-05,53.34
2025-06-09 16:14:28,ten_million_floats.csv,C++,Heap Sort,2289.2429828643798828,2.1882365608376325e-05,9.453479021493105e-06,5.744156873179242e-05,2.6956279342783135e-05,1.0268994615633236e-05,46.93
