date,file_name,implementation,algorithm,time_in_milliseconds,emissions,emissions_rate,energy_consumed,cpu_energy
2025-06-08 18:25:06,strings.csv,Python,Insertion Sort,46.2529659271240234,1.1659335594444642e-06,1.9895017250245254e-05,3.0605947222587327e-06,2.916737500037117e-06
2025-06-08 18:30:27,strings.csv,Python,Quick Sort,1.8496513366699219,2.225810427404554e-07,1.5013999605317589e-05,5.842788889367512e-07,5.642313889337755e-07
2025-06-08 18:30:39,strings.csv,Python,Heap Sort,3.9513111114501953,2.7306284361969044e-07,1.5972323562608265e-05,7.167944444669654e-07,6.892725000195949e-07
2025-06-08 18:52:26,floats.csv,Python,Insertion Sort,40.6997203826904297,1.0493818010804277e-06,1.968548083548425e-05,2.7546444443639e-06,2.625557222144279e-06
2025-06-08 18:52:35,floats.csv,Python,Quick Sort,1.5742778778076172,2.1319062523168213e-07,1.4167184461933668e-05,5.596288889137213e-07,5.396052777996374e-07
2025-06-08 18:52:43,floats.csv,Python,Heap Sort,3.4437179565429688,2.490253218973802e-07,1.5379528280055232e-05,6.536955555778453e-07,6.289950000235776e-07
2025-06-08 18:53:00,ints.csv,Python,Heap Sort,3.4971237182617188,2.7686176165049646e-07,1.5618523772162993e-05,7.267666666242196e-07,6.981655555136967e-07
2025-06-08 18:53:08,ints.csv,Python,Quick Sort,1.5749931335449219,2.171842510465113e-07,1.5413742151013126e-05,5.701122221984809e-07,5.513747221963664e-07
2025-06-08 18:53:15,ints.csv,Python,Insertion Sort,45.5412864685058594,1.1813999177928244e-06,1.9177138034602557e-05,3.1011941666697056e-06,2.955085833334831e-06
